#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
family_palace_baron_persian;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
family_palace_baron_kurdish;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
family_palace_baron_turkish;Pasha;Pasha;Pasha;;Pasha;;;;;;;;;x
baron_kurdish;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x
baron_female_kurdish;Wâlia;Walia;Wâlia;;Valía;;;;;;;;;x
barony_of_kurdish;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x
count_kurdish;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x
count_female_kurdish;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x
county_of_kurdish;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x
duke_kurdish;Emir;Émir;Emir;;Emir;;;;;;;;;x
duke_female_kurdish;Emira;Émirat;Emirin;;Emira;;;;;;;;;x
duchy_of_kurdish;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x
king_kurdish;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x
king_female_kurdish;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x
kingdom_of_kurdish;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
barony_kurdish;Wilayah;Wilaya;Wilayah;;Vilayato;;;;;;;;;x;
county_kurdish;Sheikhdom;Cheikat;Scheichtum;;Dominio del Jeque;;;;;;;;;x;
duchy_kurdish;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x;
kingdom_kurdish;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x;
job_chancellor_kurdish;Grand Vizier;Grand Vizir;Großwesir;;Gran Visir;;;;;;;;;x
emperor_kurdish;Badshah;Badshah;Badshah;;Badshah;;;;;;;;;x
