#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
** WEST AFRICAN **;;;;;;;;;;;;;;
emperor_west_african;Mansa;Mansa;Mansa;;Mansa;;;;;;;;;x
emperor_female_west_african;Mansa Qasa;Mansa Qasa;Mansa Qasa;;Mansa Qasa;;;;;;;;;x
city_emperor_west_african;Mansa;Mansa;Mansa;;Mansa;;;;;;;;;x
city_empire_of_west_african;Senate of;Sénat de;Senat von;;Senado de;;;;;;;;;x
;;;;;;;;;;;;;;
king_west_african;Faama;Faama;Faama;;Faama;;;;;;;;;x
king_female_west_african;Qasa;Qasa;Qasa;;Qasa;;;;;;;;;x
city_king_west_african;Maghan;Maghan;Maghan;;Maghan;;;;;;;;;x
city_kingdom_of_west_african;Grand Republic of;Grande République de;Großen Republik;;Gran República de;;;;;;;;;x
title_prince_west_african;Maghan;Maghan;Maghan;;Maghan;;;;;;;;;x
;;;;;;;;;;;;;;
duke_west_african;Farba;Farba;Farba;;Farba;;;;;;;;;x
duke_female_west_african;Farbasa;Farbasa;Farbasa;;Farbasa;;;;;;;;;x
city_duke_west_african;Dyamani-Tigui;Dyamani-Tigui;Dyamani-Tigui;;Dyamani-Tigui;;;;;;;;;x
;;;;;;;;;;;;;;
count_west_african;Farin;Farin;Farin;;Farin;;;;;;;;;x
count_female_west_african;Farina;Farina;Farina;;Farina;;;;;;;;;x
city_count_west_african;Kafo-Tigui;Kafo-Tigui;Kafo-Tigui;;Kafo-Tigui;;;;;;;;;x
county_of_west_african;Kafu of;Kafu de;Kafu von;;Kafu del Jeque de;;;;;;;;;x
city_county_of_west_african;Kafu of;Kafu de;Kafu von;;Kafu del Jeque;;;;;;;;;x
temple_county_of_west_african;Kafu of;Kafu de;Kafu von;;Kafu del jeque de;;;;;;;;;x
;;;;;;;;;;;;;;
barony_of_west_african;Horon of;Horon de;Horon von;;Horon de;;;;;;;;;x
baron_west_african;Ton-Tigui;Ton-Tigui;Ton-Tigui;;Ton-Tigui;;;;;;;;;x
city_baron_west_african;Dougou-Tigui;Dougou-Tigui;Dougou-Tigui;;Dougou-Tigui;;;;;;;;;x
family_palace_baron_west_african;Horon;Horon;Horon;;Horon;;;;;;;;;x
job_marshal_west_african;Farari;Farari;Farari;;Farari;;;;;;;;;x
